id,Dimension,Value
32354,Dim2,4.34
32354,Dim3,2.68
32355,Dim1,4.59
32355,Dim2,4.63
32356,Dim1,4.33
32356,Dim2,4.37
32356,Dim3,2.64
32357,Dim1,4.49
32357,Dim2,4.56
32358,Dim1,4.25
32358,Dim2,4.28
32358,Dim3,2.69
32359,Dim1,4.32
32359,Dim3,2.66
32360,Dim1,4.54
32360,Dim2,4.56
32361,Dim1,4.26
32361,Dim2,4.3
32361,Dim3,2.64
32362,Dim1,4.32
32362,Dim3,2.67
32363,Dim1,4.33
32363,Dim2,4.36
32364,Dim2,4.77
32364,Dim3,2.86
32365,Dim1,4.59
32365,Dim2,4.62
32365,Dim3,2.75
32366,Dim1,4.42
32366,Dim2,4.45
32367,Dim1,4.41
32367,Dim2,4.43
32367,Dim3,2.74
32368,Dim1,4.72
32368,Dim2,4.76
32368,Dim3,2.91
32369,Dim1,4.7
32369,Dim2,4.73
32370,Dim2,4.28
32371,Dim2,4.72
32371,Dim3,2.95
32372,Dim1,4.51
32372,Dim2,4.55
32372,Dim3,2.83
32374,Dim1,4.5
32374,Dim2,4.52
32374,Dim3,2.78
32375,Dim1,4.41
32375,Dim2,4.43
32375,Dim3,2.75
32376,Dim1,4.96
32376,Dim2,4.99
32377,Dim2,4.87
32377,Dim3,2.98
32378,Dim1,4.36
32378,Dim2,4.41
32378,Dim3,2.57
32379,Dim1,4.64
32380,Dim1,4.7
32380,Dim2,4.62
32380,Dim3,2.94
32381,Dim3,2.86
32382,Dim2,4.67
32382,Dim3,2.89
32383,Dim1,4.32
32383,Dim2,4.3
32384,Dim1,4.31
32384,Dim2,4.29
32384,Dim3,2.68
32385,Dim1,4.39
32385,Dim3,2.72
32386,Dim1,4.37
32386,Dim2,4.41
32386,Dim3,2.73
32387,Dim1,4.84
32387,Dim2,4.88
32387,Dim3,2.92
32388,Dim1,4.41
32389,Dim1,4.82
32389,Dim2,4.88
32389,Dim3,2.93
32390,Dim1,4.66
32390,Dim2,4.71
32390,Dim3,2.99
32391,Dim1,4.68
32391,Dim2,4.72
32392,Dim2,4.73
32392,Dim3,2.97
32393,Dim1,4.75
32393,Dim2,4.83
32393,Dim3,2.91
32394,Dim1,4.37
32394,Dim3,2.7
32395,Dim1,4.37
32396,Dim1,4.33
32396,Dim3,2.71
32397,Dim2,4.39
32397,Dim3,2.68
32398,Dim3,2.72
32399,Dim2,4.4
32399,Dim3,2.72
32400,Dim1,4.68
32400,Dim3,2.89
32401,Dim2,4.56
32401,Dim3,2.86
32402,Dim1,4.66
32402,Dim2,4.62
32403,Dim1,4.57
32403,Dim2,4.52
32403,Dim3,2.84
32404,Dim2,4.62
32404,Dim3,2.86
32405,Dim1,4.61
32405,Dim2,4.57
32405,Dim3,2.86
32406,Dim1,4.62
32406,Dim2,4.59
32406,Dim3,2.83
32407,Dim1,4.63
32407,Dim2,4.6
32407,Dim3,2.88
32408,Dim2,4.78
32408,Dim3,2.98
32409,Dim1,4.73
32409,Dim2,4.78
32410,Dim1,4.74
32410,Dim3,2.95
32411,Dim1,4.77
32411,Dim2,4.79
32411,Dim3,2.98
32413,Dim1,4.78
32413,Dim2,4.79
32413,Dim3,2.95
32414,Dim1,4.7
32414,Dim2,4.71
32414,Dim3,2.97
32415,Dim1,4.78
32415,Dim3,2.95
32416,Dim1,4.77
32416,Dim2,4.8
32416,Dim3,2.94
32417,Dim1,4.76
32417,Dim2,4.78
32417,Dim3,2.91
32418,Dim1,4.7
32418,Dim2,4.76
32418,Dim3,2.94
32419,Dim1,4.7
32419,Dim2,4.75
32419,Dim3,2.97
32420,Dim1,4.78
32420,Dim2,4.8
32420,Dim3,2.92
32421,Dim1,4.76
32421,Dim2,4.78
32421,Dim3,2.93
32423,Dim2,4.85
32423,Dim3,2.88
32424,Dim2,4.81
32426,Dim2,4.53
32426,Dim3,2.88
32427,Dim2,4.75
32427,Dim3,2.96
32428,Dim1,4.73
32428,Dim2,4.77
32428,Dim3,2.96
32429,Dim2,4.75
32429,Dim3,2.96
32430,Dim1,4.45
32430,Dim3,2.75
32431,Dim1,4.75
32432,Dim2,4.41
32433,Dim1,4.74
32433,Dim2,4.75
32433,Dim3,2.97
32434,Dim1,4.84
32434,Dim3,3
32435,Dim1,4.85
32435,Dim2,4.9
32435,Dim3,3
32436,Dim1,4.89
32436,Dim2,4.94
32436,Dim3,2.96
32437,Dim2,4.9
32437,Dim3,3.01
32438,Dim1,4.8
32439,Dim2,4.84
32439,Dim3,3.01
32440,Dim1,4.84
32441,Dim1,4.79
32441,Dim2,4.84
32441,Dim3,3.03
32442,Dim1,4.77
32442,Dim2,4.81
32442,Dim3,3
32443,Dim1,4.79
32443,Dim2,4.82
32444,Dim1,4.83
32444,Dim2,4.86
32444,Dim3,2.97
32445,Dim1,4.77
32445,Dim2,4.8
32445,Dim3,3.01
32446,Dim1,4.8
32446,Dim2,4.95
32447,Dim1,4.82
32447,Dim2,4.85
32447,Dim3,3.02
32448,Dim1,4.8
32448,Dim2,4.83
32448,Dim3,3.03
32449,Dim1,4.83
32449,Dim2,4.87
32449,Dim3,2.99
32450,Dim1,4.78
32450,Dim2,4.82
32450,Dim3,2.99
32451,Dim2,4.83
32451,Dim3,3
32452,Dim1,4.72
32452,Dim2,4.77
32453,Dim1,4.42
32453,Dim2,4.38
32454,Dim1,4.52
32454,Dim2,4.55
32455,Dim2,4.74
32455,Dim3,2.92
32456,Dim1,4.7
32456,Dim2,4.74
32457,Dim1,4.64
32457,Dim2,4.68
32457,Dim3,2.92
32458,Dim2,4.7
32458,Dim3,2.91
32459,Dim1,4.67
32459,Dim2,4.72
32459,Dim3,2.89
32460,Dim1,4.58
32460,Dim3,2.83
32461,Dim2,4.61
32461,Dim3,2.84
32462,Dim1,4.59
32462,Dim2,4.62
32462,Dim3,2.84
32463,Dim1,4.57
32463,Dim2,4.6
32463,Dim3,2.82
32464,Dim1,4.6
32464,Dim2,4.63
32464,Dim3,2.85
32465,Dim1,4.66
32465,Dim2,4.71
32465,Dim3,2.88
32466,Dim1,4.29
32466,Dim2,4.32
32467,Dim1,4.63
32467,Dim2,4.58
32467,Dim3,2.79
32468,Dim3,2.87
32469,Dim1,4.54
32469,Dim2,4.51
32470,Dim1,4.79
32470,Dim2,4.63
32470,Dim3,3.16
32471,Dim1,5.08
32471,Dim3,2.91
32472,Dim1,4.66
32472,Dim2,4.69
32472,Dim3,2.83
32473,Dim1,4.47
32473,Dim2,4.5
32473,Dim3,2.74
32474,Dim3,2.71
32475,Dim1,4.44
32475,Dim2,4.48
32475,Dim3,2.76
32476,Dim1,4.85
32476,Dim2,4.88
32476,Dim3,3.04
32477,Dim1,4.46
32477,Dim2,4.51
32477,Dim3,2.74
32478,Dim2,4.48
32478,Dim3,2.75
32479,Dim1,4.5
32479,Dim2,4.53
32480,Dim2,4.59
32480,Dim3,2.83
32481,Dim1,4.34
32481,Dim2,4.36
32481,Dim3,2.69
32482,Dim1,4.32
32482,Dim2,4.34
32482,Dim3,2.66
32483,Dim1,4.32
32483,Dim2,4.35
32483,Dim3,2.68
32484,Dim1,4.32
32484,Dim2,4.36
32485,Dim1,4.85
32485,Dim3,3.01
32486,Dim2,4.87
32486,Dim3,3.01
32487,Dim1,4.8
32487,Dim3,2.87
32488,Dim1,4.69
32488,Dim3,2.93
32489,Dim2,4.41
32489,Dim3,2.73
32490,Dim1,4.4
32490,Dim2,4.44
32490,Dim3,2.71
32491,Dim1,4.46
32492,Dim1,4.64
32492,Dim2,4.69
32492,Dim3,2.89
32493,Dim1,4.68
32493,Dim3,2.89
32494,Dim1,4.4
32494,Dim3,2.72
32495,Dim2,4.19
32496,Dim1,4.35
32496,Dim2,4.39
32496,Dim3,2.57
32497,Dim1,4.38
32497,Dim2,4.35
32497,Dim3,2.65
32498,Dim1,4.79
32498,Dim2,4.82
32498,Dim3,3
32499,Dim1,4.7
32499,Dim2,4.67
32500,Dim1,4.52
32500,Dim2,4.5
32500,Dim3,2.72
32501,Dim3,2.75
32502,Dim1,4.44
32502,Dim2,4.49
32502,Dim3,2.68
32503,Dim1,4.68
32503,Dim2,4.73
32503,Dim3,2.98
32504,Dim1,4.78
32504,Dim2,4.88
32504,Dim3,2.99
32505,Dim1,4.39
32505,Dim2,4.43
32505,Dim3,2.67
32506,Dim2,4.68
32506,Dim3,2.84
32507,Dim1,4.88
32507,Dim2,4.9
32507,Dim3,2.79
32508,Dim2,4.7
32508,Dim3,2.97
32509,Dim3,2.82
32510,Dim1,4.7
32510,Dim2,4.68
32511,Dim2,4.68
32511,Dim3,2.98
32512,Dim2,4.65
32513,Dim1,4.77
32514,Dim2,4.72
32514,Dim3,2.99
32515,Dim1,4.73
32515,Dim2,4.7
32516,Dim2,4.64
32516,Dim3,2.94
32517,Dim1,4.71
32517,Dim2,4.68
32518,Dim1,4.67
32518,Dim2,4.65
32518,Dim3,2.94
32519,Dim1,4.7
32519,Dim2,4.67
32520,Dim2,4.58
32520,Dim3,2.78
32521,Dim1,4.57
32521,Dim2,4.61
32521,Dim3,2.75
32522,Dim1,4.53
32522,Dim2,4.54
32522,Dim3,2.79
32523,Dim1,4.47
32523,Dim2,4.53
32523,Dim3,2.81
32524,Dim1,4.47
32524,Dim2,4.51
32524,Dim3,2.79
32525,Dim1,4.79
32525,Dim3,2.98
32526,Dim2,4.55
32527,Dim1,4.45
32527,Dim3,2.79
32528,Dim1,4.51
32528,Dim3,2.75
32529,Dim1,4.51
32529,Dim2,4.54
32529,Dim3,2.77
32530,Dim1,4.44
32530,Dim2,4.48
32530,Dim3,2.8
32531,Dim1,4.49
32531,Dim2,4.54
32531,Dim3,2.81
32532,Dim1,4.5
32532,Dim3,2.77
32533,Dim1,4.53
32533,Dim2,4.55
32533,Dim3,2.8
32534,Dim2,4.52
32534,Dim3,2.79
32535,Dim1,4.63
32535,Dim2,4.69
32535,Dim3,2.92
32536,Dim1,4.85
32536,Dim2,4.82
32537,Dim1,4.27
32537,Dim2,4.24
32538,Dim1,4.17
32538,Dim2,4.12
32538,Dim3,2.58
32539,Dim1,4.15
32539,Dim2,4.13
32539,Dim3,2.57
32540,Dim1,4.2
32540,Dim2,4.18
32540,Dim3,2.54
32541,Dim1,4.16
32541,Dim2,4.12
32541,Dim3,2.56
32542,Dim1,4.14
32543,Dim1,4.14
32543,Dim3,2.56
32544,Dim1,4.13
32544,Dim3,2.57
32545,Dim1,4.17
32545,Dim2,4.15
32545,Dim3,2.59
32546,Dim3,2.59
32547,Dim1,4.18
32547,Dim2,4.15
32547,Dim3,2.58
32548,Dim1,4.12
32548,Dim2,4.08
32549,Dim1,4.15
32549,Dim2,4.13
32550,Dim1,4.15
32550,Dim2,4.12
32551,Dim1,4.26
32551,Dim2,4.2
32551,Dim3,2.73
32552,Dim1,4.39
32552,Dim2,4.31
32553,Dim1,4.3
32553,Dim2,4.32
32553,Dim3,2.69
32554,Dim1,4.76
32554,Dim2,4.81
32554,Dim3,2.94
32555,Dim1,4.37
32555,Dim2,4.39
32555,Dim3,2.72
32556,Dim1,4.42
32556,Dim2,4.44
32556,Dim3,2.71
32557,Dim1,4.44
32557,Dim3,2.71
32558,Dim3,2.72
32559,Dim1,4.64
32559,Dim2,4.66
32560,Dim1,4.71
32561,Dim1,4.58
32561,Dim2,4.61
32561,Dim3,2.84
32562,Dim1,4.35
32562,Dim2,4.38
32562,Dim3,2.7
32563,Dim1,4.36
32563,Dim2,4.39
32564,Dim2,4.43
32564,Dim3,2.7
32565,Dim1,4.92
32565,Dim2,4.9
32566,Dim1,4.63
32566,Dim2,4.66
32566,Dim3,2.88
32567,Dim1,4.67
32567,Dim2,4.72
32568,Dim1,4.67
32568,Dim2,4.72
32569,Dim1,4.64
32569,Dim2,4.58
32569,Dim3,2.88
32570,Dim1,4.61
32570,Dim2,4.66
32570,Dim3,2.87
32571,Dim2,4.67
32572,Dim1,4.58
32572,Dim3,2.89
32573,Dim3,2.92
32574,Dim2,4.63
32574,Dim3,2.87
32575,Dim1,4.44
32575,Dim2,4.46
32575,Dim3,2.74
32576,Dim1,4.45
32576,Dim3,2.73
32577,Dim1,4.73
32577,Dim2,4.75
32578,Dim1,4.77
32578,Dim2,4.82
32578,Dim3,2.91
32579,Dim1,4.56
32579,Dim2,4.6
32580,Dim1,4.59
32580,Dim2,4.6
32580,Dim3,2.83
32581,Dim1,4.45
32581,Dim3,2.65
32582,Dim1,4.48
32582,Dim2,4.54
32582,Dim3,2.65
32583,Dim1,4.45
32583,Dim3,2.67
32584,Dim1,4.37
32584,Dim2,4.42
32585,Dim2,4.39
32586,Dim2,4.37
32587,Dim1,4.46
32587,Dim2,4.5
32588,Dim2,4.49
32589,Dim2,4.47
32589,Dim3,2.63
32590,Dim1,4.45
32591,Dim1,4.5
32591,Dim3,2.72
32592,Dim2,4.43
32592,Dim3,2.74
32593,Dim1,4.33
32593,Dim2,4.37
32593,Dim3,2.69
32594,Dim1,4.3
32594,Dim2,4.34
32594,Dim3,2.68
32595,Dim1,4.31
32595,Dim2,4.35
32596,Dim1,4.33
32596,Dim2,4.36
32596,Dim3,2.66
32597,Dim1,4.31
32597,Dim2,4.35
32597,Dim3,2.69
32598,Dim1,4.29
32598,Dim3,2.67
32599,Dim1,4.34
32599,Dim2,4.37
32599,Dim3,2.64
32600,Dim1,4.49
32600,Dim2,4.52
32600,Dim3,2.79
32601,Dim1,4.72
32601,Dim2,4.76
32601,Dim3,2.93
32602,Dim1,4.37
32602,Dim2,4.35
32603,Dim2,4.34
32604,Dim1,4.42
32605,Dim1,4.47
32605,Dim2,4.44
32605,Dim3,2.63
32606,Dim1,4.38
32606,Dim2,4.36
32606,Dim3,2.68
32607,Dim1,4.39
32607,Dim3,2.68
32608,Dim2,4.35
32608,Dim3,2.68
32609,Dim2,4.35
32609,Dim3,2.68
32610,Dim2,4.36
32610,Dim3,2.72
32611,Dim1,4.12
32611,Dim2,4.16
32611,Dim3,2.54
32612,Dim2,4.45
32612,Dim3,2.72
32613,Dim1,4.46
32613,Dim3,2.78
32614,Dim1,4.24
32614,Dim3,2.71
32615,Dim1,4.07
32615,Dim2,4.11
32615,Dim3,2.43
32616,Dim1,4.47
32616,Dim3,2.76
32618,Dim1,4.3
32618,Dim2,4.33
32618,Dim3,2.68
32619,Dim1,4.27
32619,Dim2,4.31
32620,Dim2,4.34
32620,Dim3,2.69
32621,Dim1,4.3
32621,Dim2,4.34
32621,Dim3,2.7
32622,Dim2,4.29
32623,Dim2,4.36
32623,Dim3,2.67
32624,Dim3,2.74
32625,Dim2,4.46
32625,Dim3,2.62
32626,Dim1,3.92
32627,Dim3,2.46
32628,Dim1,3.97
32628,Dim2,4.04
32629,Dim2,4.26
32629,Dim3,2.57
32631,Dim1,3.95
32631,Dim2,3.97
32631,Dim3,2.4
32632,Dim1,4.15
32633,Dim1,4.44
32633,Dim2,4.5
32634,Dim1,4.17
32634,Dim3,2.6
32635,Dim1,4.6
32635,Dim2,4.63
32636,Dim1,4.19
32636,Dim3,2.58
32637,Dim1,4.08
32637,Dim3,2.51
32638,Dim1,4.04
32638,Dim3,2.51
32639,Dim2,4.43
32639,Dim3,2.72
32640,Dim1,4.54
32640,Dim2,4.56
32640,Dim3,2.75
32641,Dim1,4.36
32641,Dim3,2.71
32642,Dim1,4.37
32643,Dim1,4.38
32643,Dim2,4.34
32643,Dim3,2.64
32644,Dim2,4.34
32644,Dim3,2.67
32645,Dim1,4.38
32645,Dim2,4.34
32645,Dim3,2.72
32646,Dim1,4.36
32646,Dim2,4.33
32647,Dim1,4.36
32647,Dim2,4.34
32648,Dim2,4.33
32649,Dim2,4.32
32650,Dim1,4.37
32650,Dim2,4.32
32650,Dim3,2.67
32651,Dim1,4.36
32651,Dim2,4.32
32651,Dim3,2.71
32652,Dim2,4.32
32653,Dim1,4.36
32653,Dim2,4.32
32653,Dim3,2.7
32654,Dim2,4.32
32654,Dim3,2.66
32655,Dim1,4.36
32656,Dim1,4.35
32656,Dim2,4.31
32656,Dim3,2.7
32657,Dim1,4.32
32657,Dim3,2.74
32658,Dim1,4.33
32658,Dim3,2.74
32659,Dim2,4.29
32660,Dim1,4.33
32660,Dim2,4.29
32660,Dim3,2.7
32662,Dim2,4.3
32662,Dim3,2.67
32663,Dim1,4.31
32663,Dim3,2.68
32664,Dim1,4.31
32664,Dim2,4.28
32665,Dim1,4.47
32665,Dim3,2.64
32666,Dim2,4.39
32666,Dim3,2.71
32667,Dim1,4.43
32667,Dim2,4.39
32667,Dim3,2.69
32668,Dim1,4.39
32668,Dim2,4.37
32669,Dim3,2.68
32670,Dim1,4.38
32670,Dim2,4.35
32670,Dim3,2.6
32671,Dim1,4.37
32671,Dim2,4.35
32672,Dim1,4.35
32672,Dim2,4.33
32672,Dim3,2.71
32673,Dim1,4.36
32673,Dim2,4.33
32673,Dim3,2.7
32674,Dim1,4.37
32674,Dim3,2.7
32675,Dim1,4.37
32675,Dim2,4.34
32676,Dim1,4.34
32676,Dim3,2.7
32677,Dim1,4.35
32677,Dim2,4.32
32677,Dim3,2.68
32678,Dim1,4.36
32678,Dim3,2.7
32679,Dim1,4.35
32679,Dim2,4.33
32680,Dim1,4.35
32680,Dim2,4.31
32681,Dim1,4.36
32681,Dim2,4.31
32682,Dim1,4.33
32682,Dim2,4.3
32683,Dim1,4.35
32683,Dim2,4.3
32684,Dim1,4.34
32685,Dim1,4.32
32685,Dim2,4.3
32685,Dim3,2.71
32687,Dim1,4.33
32687,Dim2,4.28
32687,Dim3,2.72
32688,Dim2,4.29
32688,Dim3,2.72
32689,Dim1,4.33
32689,Dim3,2.73
32690,Dim1,4.33
32690,Dim2,4.29
32690,Dim3,2.75
32691,Dim1,4.29
32691,Dim3,2.7
32692,Dim1,4.3
32692,Dim3,2.69
32693,Dim2,4.27
32693,Dim3,2.73
32694,Dim1,4.29
32694,Dim2,4.28
32694,Dim3,2.71
32695,Dim1,4.4
32695,Dim2,4.36
32696,Dim1,4.41
32696,Dim2,4.38
32696,Dim3,2.67
32697,Dim1,4.41
32697,Dim2,4.39
32697,Dim3,2.61
32698,Dim1,4.38
32698,Dim2,4.35
32698,Dim3,2.69
32699,Dim1,4.38
32700,Dim1,4.38
32701,Dim1,4.39
32701,Dim2,4.35
32701,Dim3,2.71
32702,Dim2,4.36
32703,Dim1,4.39
32703,Dim3,2.66
32704,Dim1,4.39
32704,Dim2,4.34
32705,Dim1,4.41
32705,Dim2,4.34
32706,Dim2,4.34
32706,Dim3,2.65
32707,Dim1,4.37
32707,Dim2,4.34
32707,Dim3,2.68
32708,Dim1,4.38
32708,Dim2,4.34
32708,Dim3,2.69
32709,Dim1,4.35
32709,Dim2,4.32
32710,Dim1,4.37
32710,Dim2,4.33
32710,Dim3,2.69
32711,Dim1,4.37
32711,Dim2,4.33
32711,Dim3,2.71
32712,Dim1,4.36
32712,Dim2,4.34
32713,Dim1,4.34
32713,Dim2,4.31
32713,Dim3,2.74
32714,Dim1,4.35
32714,Dim2,4.31
32715,Dim1,4.37
32715,Dim2,4.31
32715,Dim3,2.69
32716,Dim1,4.34
32716,Dim2,4.32
32716,Dim3,2.66
32717,Dim1,4.34
32717,Dim3,2.66
32718,Dim1,4.34
32718,Dim2,4.31
32718,Dim3,2.65
32719,Dim1,4.34
32719,Dim2,4.31
32719,Dim3,2.7
32720,Dim1,4.34
32722,Dim1,4.34
32723,Dim2,4.3
32723,Dim3,2.71
32724,Dim1,4.33
32725,Dim1,4.32
32726,Dim2,4.3
32727,Dim1,4.33
32727,Dim2,4.3
32727,Dim3,2.69
32728,Dim1,4.34
32729,Dim2,4.3
32729,Dim3,2.68
32730,Dim1,4.33
32730,Dim2,4.29
32731,Dim1,4.33
32732,Dim3,2.69
32733,Dim2,4.29
32734,Dim1,4.32
32734,Dim2,4.29
32735,Dim1,4.31
32736,Dim1,4.32
32736,Dim3,2.7
32737,Dim1,4.33
32738,Dim1,4.32
32738,Dim2,4.28
32739,Dim1,4.48
32739,Dim2,4.43
32739,Dim3,2.66
32740,Dim2,4.37
32741,Dim1,4.5
32741,Dim2,4.47
32741,Dim3,2.69
32742,Dim1,4.38
32742,Dim2,4.34
32743,Dim1,4.3
32743,Dim2,4.28
32743,Dim3,2.66
32744,Dim1,4.39
32744,Dim2,4.42
32744,Dim3,2.71
32745,Dim1,4.37
32745,Dim2,4.4
32746,Dim1,4.48
32746,Dim2,4.5
32747,Dim1,4.57
32748,Dim1,4.63
32748,Dim2,4.65
32749,Dim1,4.59
32749,Dim2,4.61
32749,Dim3,2.82
32750,Dim2,4.64
32750,Dim3,2.81
32751,Dim1,4.87
32751,Dim2,4.89
32752,Dim2,4.76
32752,Dim3,2.99
32753,Dim1,4.54
32753,Dim2,4.5
32754,Dim1,4.48
32754,Dim2,4.44
32754,Dim3,2.8
32755,Dim1,4.46
32755,Dim2,4.44
32755,Dim3,2.81
32756,Dim2,4.44
32756,Dim3,2.78
32757,Dim2,4.78
32757,Dim3,2.94
32758,Dim1,4.52
32759,Dim2,4.45
32759,Dim3,2.79
32760,Dim1,4.54
32760,Dim3,2.73
32761,Dim2,4.4
32761,Dim3,2.76
32762,Dim1,4.57
32762,Dim2,4.54
32762,Dim3,2.72
32763,Dim1,4.57
32763,Dim3,2.72
32764,Dim1,4.53
32764,Dim2,4.51
32765,Dim1,4.54
32765,Dim3,2.74
32766,Dim2,4.52
32766,Dim3,2.73
32767,Dim1,4.51
32767,Dim2,4.48
32767,Dim3,2.75
32768,Dim1,4.53
32768,Dim2,4.5
32768,Dim3,2.69
32769,Dim1,4.53
32769,Dim2,4.5
32769,Dim3,2.7
32770,Dim1,4.53
32770,Dim3,2.73
32771,Dim1,4.5
32771,Dim2,4.44
32772,Dim1,4.48
32773,Dim1,4.5
32773,Dim2,4.45
32773,Dim3,2.81
32774,Dim1,4.49
32774,Dim2,4.47
32775,Dim1,4.5
32775,Dim2,4.47
32776,Dim2,4.42
32776,Dim3,2.78
32777,Dim1,4.46
32777,Dim2,4.42
32778,Dim1,4.48
32778,Dim3,2.76
32779,Dim1,4.47
32779,Dim2,4.43
32780,Dim1,4.96
32780,Dim2,4.86
32780,Dim3,3.05
32781,Dim1,4.5
32781,Dim3,2.77
32782,Dim1,4.63
32782,Dim3,2.8
32783,Dim1,4.39
32783,Dim2,4.43
32783,Dim3,2.7
32784,Dim3,2.72
32785,Dim1,4.44
32785,Dim3,2.66
32786,Dim3,2.69
32787,Dim3,3.02
32788,Dim1,4.35
32788,Dim2,4.37
32788,Dim3,2.67
32789,Dim1,4.43
32789,Dim2,4.46
32789,Dim3,2.68
32790,Dim1,4.69
32790,Dim3,2.95
32791,Dim1,4.47
32791,Dim2,4.5
32791,Dim3,2.74
32792,Dim1,4.47
32792,Dim2,4.42
32792,Dim3,2.75
32793,Dim1,4.41
32793,Dim2,4.37
32793,Dim3,2.72
32794,Dim1,4.4
32794,Dim3,2.7
32795,Dim3,2.67
32796,Dim1,4.38
32796,Dim2,4.35
32797,Dim1,4.74
32797,Dim2,4.78
32797,Dim3,2.92
32798,Dim2,4.39
32799,Dim1,4.76
32799,Dim2,4.78
32799,Dim3,2.9
32800,Dim2,4.68
32801,Dim1,4.51
32801,Dim2,4.53
32801,Dim3,2.74
32802,Dim1,4.44
32802,Dim2,4.5
32802,Dim3,2.81
32803,Dim1,4.45
32803,Dim2,4.51
32804,Dim2,4.47
32804,Dim3,2.78
32805,Dim1,4.48
32805,Dim2,4.52
32805,Dim3,2.79
32806,Dim1,4.49
32806,Dim2,4.52
32806,Dim3,2.75
32808,Dim1,4.48
32808,Dim2,4.5
32808,Dim3,2.79
32809,Dim1,4.49
32809,Dim2,4.52
32810,Dim3,2.78
32811,Dim1,4.45
32811,Dim3,2.78
32813,Dim2,4.5
32813,Dim3,2.75
32815,Dim1,4.48
32815,Dim3,2.79
32816,Dim1,4.45
32816,Dim3,2.74
32817,Dim1,4.49
32817,Dim2,4.52
32817,Dim3,2.81
32818,Dim1,4.5
32818,Dim2,4.53
32818,Dim3,2.77
32819,Dim2,4.56
32819,Dim3,2.74
32820,Dim3,2.69
32821,Dim1,4.4
32821,Dim2,4.47
32821,Dim3,2.77
32822,Dim1,4.47
32823,Dim2,4.48
32824,Dim1,4.45
32824,Dim2,4.49
32824,Dim3,2.77
32825,Dim1,4.54
32825,Dim2,4.58
32825,Dim3,2.73
32826,Dim1,4.49
32826,Dim3,2.74
32827,Dim3,2.74
32828,Dim1,4.48
32828,Dim2,4.53
32828,Dim3,2.69
32829,Dim1,4.57
32829,Dim3,2.81
32830,Dim1,4.47
32830,Dim2,4.49
32830,Dim3,2.73
32831,Dim1,4.46
32831,Dim2,4.49
32831,Dim3,2.75
32832,Dim1,4.44
32832,Dim2,4.47
32832,Dim3,2.76
32833,Dim1,4.41
32833,Dim2,4.34
32833,Dim3,2.72
32834,Dim1,5.51
32834,Dim2,5.44
32834,Dim3,3.29
32835,Dim3,2.96
32836,Dim1,4.55
32836,Dim2,4.58
32837,Dim1,4.92
32837,Dim2,4.96
32837,Dim3,3.02
32838,Dim1,4.89
32839,Dim1,4.97
32839,Dim2,5.01
32839,Dim3,3.05
32840,Dim1,4.99
32840,Dim2,5.02
32840,Dim3,3.09
32841,Dim1,4.27
32841,Dim2,4.23
32841,Dim3,2.59
32842,Dim1,4.56
32842,Dim2,4.51
32842,Dim3,2.81
32843,Dim1,4.6
32843,Dim2,4.57
32843,Dim3,2.82
32844,Dim1,4.82
32844,Dim2,4.86
32845,Dim1,4.74
32845,Dim3,2.95
32846,Dim1,4.7
32846,Dim3,2.94
32847,Dim1,4.69
32847,Dim2,4.72
32847,Dim3,2.96
32848,Dim1,4.7
32848,Dim2,4.71
32848,Dim3,2.93
32849,Dim1,4.71
32849,Dim3,2.96
32850,Dim1,4.66
32850,Dim2,4.73
32850,Dim3,2.94
32851,Dim1,4.74
32851,Dim2,4.66
32851,Dim3,2.98
32852,Dim1,4.73
32852,Dim2,4.78
32853,Dim2,4.74
32853,Dim3,2.94
32854,Dim1,4.64
32854,Dim2,4.57
32855,Dim2,4.71
32855,Dim3,2.94
32856,Dim1,4.68
32856,Dim2,4.7
32857,Dim1,4.63
32857,Dim2,4.67
32857,Dim3,2.92
32858,Dim1,4.74
32858,Dim3,2.94
32859,Dim1,4.68
32860,Dim1,4.35
32860,Dim2,4.37
32860,Dim3,2.67
32861,Dim1,4.76
32861,Dim2,4.81
32861,Dim3,2.87
32862,Dim1,4.43
32862,Dim2,4.45
32862,Dim3,2.71
32863,Dim1,4.69
32863,Dim2,4.74
32863,Dim3,2.86
32864,Dim1,4.43
32864,Dim2,4.45
32864,Dim3,2.73
32865,Dim1,4.55
32865,Dim2,4.57
32865,Dim3,2.81
32866,Dim1,4.45
32866,Dim2,4.49
32867,Dim1,4.98
32867,Dim2,5.01
32868,Dim2,4.63
32869,Dim1,4.41
32869,Dim2,4.46
32870,Dim1,4.37
32870,Dim2,4.42
32870,Dim3,2.71
32871,Dim1,4.65
32871,Dim2,4.68
32872,Dim1,4.79
32872,Dim2,4.81
32872,Dim3,2.96
32873,Dim3,2.95
32874,Dim1,4.66
32874,Dim2,4.68
32874,Dim3,2.85
32875,Dim2,4.81
32875,Dim3,2.94
32876,Dim2,4.56
32876,Dim3,2.82
32877,Dim1,4.58
32877,Dim2,4.53
32877,Dim3,2.82
32878,Dim1,4.55
32878,Dim2,4.52
32878,Dim3,2.83
32879,Dim1,4.62
32880,Dim1,4.57
32880,Dim2,4.52
32880,Dim3,2.8
32881,Dim1,4.73
32881,Dim2,4.7
32881,Dim3,2.98
32882,Dim1,4.75
32882,Dim3,2.96
32883,Dim3,2.9
32884,Dim1,4.83
32884,Dim2,4.79
32884,Dim3,2.87
32885,Dim1,4.7
32885,Dim2,4.66
32886,Dim2,4.61
